20	0:44	8:65	21:66	27:101	38:98	48:62	62:82	63:95	94:54	113:21	134:57	148:79	199:7	241:107	270:89	326:15	340:49	403:43	462:0	465:0
20	1:44	6:66	22:66	28:101	36:99	49:62	60:83	64:95	95:54	111:22	132:58	149:79	200:7	242:107	271:89	324:16	341:49	404:43	463:0	466:0
20	2:44	7:66	23:66	29:101	37:99	50:62	61:83	65:95	93:55	112:22	133:58	147:80	198:8	240:108	272:89	325:16	339:50	402:44	464:0	467:0
20	3:98	10:3	16:42	31:50	33:54	53:64	55:102	66:86	78:44	109:14	138:78	180:54	192:112	245:43	279:55	318:82	369:85	378:56	465:0	468:0
20	4:98	11:3	17:42	32:50	34:54	51:65	56:102	67:86	79:44	110:14	139:78	181:54	193:112	243:44	280:55	319:82	370:85	379:56	466:0	469:0
20	5:98	9:4	15:43	30:51	35:54	52:65	54:103	68:86	80:44	108:15	140:78	182:54	194:112	244:44	281:55	320:82	371:85	380:56	467:0	470:0
20	10:42	13:69	23:28	26:85	45:54	50:106	62:99	65:81	76:78	96:12	135:36	167:91	207:8	228:92	276:43	308:111	356:81	410:57	468:0	471:0
20	11:42	14:69	21:29	24:86	46:54	48:107	60:100	63:82	77:78	97:12	136:36	165:92	208:8	229:92	277:43	306:112	354:82	408:58	469:0	472:0
20	9:43	12:70	22:29	25:86	47:54	49:107	61:100	64:82	75:79	98:12	137:36	166:92	209:8	230:92	278:43	307:112	355:82	409:58	470:0	473:0
20	1:68	12:19	16:25	29:54	37:74	44:88	53:21	66:40	73:112	101:92	158:27	198:55	252:38	261:99	288:23	331:73	375:96	417:41	471:0	474:0
20	2:68	13:19	17:25	27:55	38:74	42:89	51:22	67:40	74:112	99:93	156:28	199:55	253:38	262:99	289:23	332:73	376:96	418:41	472:0	475:0
20	0:69	14:19	15:26	28:55	36:75	43:89	52:22	68:40	72:113	100:93	157:28	200:55	254:38	263:99	290:23	330:74	377:96	419:41	473:0	476:0
20	1:112	3:37	23:75	25:45	35:56	40:31	58:106	63:48	93:108	98:55	139:20	215:5	247:112	260:66	301:53	311:33	357:111	383:115	474:0	477:0
20	2:112	4:37	21:76	26:45	33:57	41:31	59:106	64:48	94:108	96:56	140:20	213:6	248:112	258:67	302:53	309:34	358:111	381:116	475:0	478:0
20	0:113	5:37	22:76	24:46	34:57	39:32	57:107	65:48	95:108	97:56	138:21	214:6	246:113	259:67	300:54	310:34	359:111	382:116	476:0	479:0
20	0:92	13:99	20:2	30:107	34:60	49:54	54:12	74:10	77:6	115:109	184:16	197:93	249:117	268:88	293:79	326:93	365:5	391:107	477:0	480:0
20	1:92	14:99	18:3	31:107	35:60	50:54	55:12	72:11	75:7	116:109	185:16	195:94	250:117	269:88	291:80	324:94	363:6	392:107	478:0	481:0
20	2:92	12:100	19:3	32:107	33:61	48:55	56:12	73:11	76:7	114:110	183:17	196:94	251:117	267:89	292:80	325:94	364:6	390:108	479:0	482:0
20	4:6	8:59	15:20	22:102	31:61	46:75	53:40	57:70	70:83	94:43	146:43	217:26	237:47	262:119	277:99	316:110	361:116	388:4	480:0	483:0
20	5:6	6:60	16:20	23:102	32:61	47:75	51:41	58:70	71:83	95:43	144:44	218:26	238:47	263:119	278:99	317:110	362:116	389:4	481:0	484:0
20	3:7	7:60	17:20	21:103	30:62	45:76	52:41	59:70	69:84	93:44	145:44	216:27	239:47	261:0	276:100	315:111	360:117	387:5	482:0	485:0
20	0:113	16:15	19:104	33:80	38:44	49:16	55:27	67:50	75:38	117:74	155:65	202:24	240:53	260:69	297:113	331:55	380:50	415:14	483:0	486:0
20	1:113	17:15	20:104	34:80	36:45	50:16	56:27	68:50	76:38	118:74	153:66	203:24	241:53	258:70	298:113	332:55	378:51	416:14	484:0	487:0
