8	16:28	26:32	51:21	65:115	129:54	214:21	512:0	515:0
8	11:25	20:23	48:119	53:79	156:29	263:50	532:0	535:0
8	6:6	22:4	43:83	55:82	175:102	197:79	528:0	531:0
8	17:27	24:32	52:20	63:115	130:53	215:20	510:0	513:0
8	23:1	32:53	41:5	219:92	245:110	265:107	522:0	525:0
8	10:40	21:89	28:0	54:96	83:8	171:110	509:0	512:0
8	11:17	26:36	33:78	100:98	203:114	240:21	527:0	530:0
8	13:102	22:22	39:53	102:62	223:110	226:73	535:0	538:0
8	9:26	18:24	49:119	51:80	157:29	261:51	533:0	536:0
8	15:28	25:32	53:20	64:115	131:53	213:21	511:0	514:0
8	12:102	21:22	41:52	104:61	222:110	225:73	534:0	537:0
8	4:35	17:81	28:23	57:85	163:9	263:103	502:0	505:0
8	22:113	24:3	34:46	123:9	155:25	232:61	496:0	499:0
8	14:102	23:22	40:53	103:62	224:110	227:73	536:0	539:0
8	5:35	15:82	29:23	58:85	164:9	261:104	503:0	506:0
8	21:2	30:54	39:6	220:92	243:111	266:107	523:0	526:0
8	16:113	26:14	52:11	104:52	159:82	230:79	521:0	524:0
8	17:112	24:14	53:10	102:52	160:81	228:79	519:0	522:0
8	7:6	23:4	44:83	56:82	176:102	195:80	529:0	532:0
8	8:77	27:51	58:36	62:31	148:42	231:116	288:0	539:119
8	14:89	18:114	47:10	54:106	92:83	200:98	517:0	520:0
8	11:39	22:88	29:119	55:95	81:8	172:109	507:0	510:0
8	6:78	28:51	59:36	60:32	149:42	232:116	289:0	537:0
8	13:89	20:113	46:10	56:105	91:83	199:98	516:0	519:0
8	23:113	25:3	35:46	124:9	153:26	233:61	497:0	500:0
8	8:6	21:5	42:84	54:83	174:103	196:80	530:0	533:0
8	12:90	19:114	45:11	55:106	90:84	198:99	518:0	521:0
8	22:2	31:54	40:6	221:92	244:111	264:108	524:0	527:0
8	10:9	32:108	46:108	72:106	217:74	228:104	499:0	502:0
8	11:9	30:109	47:108	73:106	218:74	229:104	500:0	503:0
8	21:113	26:2	33:46	125:8	154:25	231:61	495:0	498:0
8	3:35	16:81	27:23	59:84	162:9	262:103	501:0	504:0
8	9:17	24:36	34:77	101:97	201:114	241:20	525:0	528:0
8	10:17	25:36	35:77	99:98	202:114	242:20	526:0	529:0
8	7:78	29:51	57:37	61:32	147:43	233:116	290:0	538:0
8	6:44	22:74	33:36	49:105	169:12	259:88	514:0	517:0
8	13:64	26:91	37:68	135:98	195:55	244:109	506:0	509:0
8	9:40	23:88	27:0	56:95	82:8	173:109	508:0	511:0
8	10:25	19:23	50:118	52:79	158:28	262:50	531:0	534:0
8	15:113	25:14	51:11	103:52	161:81	229:79	520:0	523:0
8	8:43	21:74	35:35	48:105	168:12	258:88	513:0	516:0
8	14:63	24:91	38:67	136:97	196:54	245:108	504:0	507:0
8	9:9	31:108	45:108	74:105	216:74	230:103	498:0	501:0
8	7:44	23:74	34:36	50:105	170:12	260:88	515:0	518:0
8	12:64	25:91	36:68	137:97	197:54	243:109	505:0	508:0
9	2:112	10:89	26:48	41:22	54:48	146:38	218:18	471:0	474:0
9	3:47	21:97	24:1	56:95	93:80	202:19	262:44	413:0	416:0
9	1:63	9:46	28:62	47:111	150:106	222:0	246:103	361:0	364:0
9	16:31	19:48	23:68	48:14	78:91	242:21	270:76	345:0	348:0
9	5:33	17:58	37:16	41:19	134:51	207:115	233:39	425:0	428:0
9	2:114	21:18	36:87	42:82	97:115	181:96	252:66	443:0	446:0
9	0:113	11:89	24:49	39:23	55:48	144:39	216:19	472:0	475:0
9	4:94	12:49	25:82	57:82	72:116	120:13	213:21	344:0	347:0
9	1:98	17:21	31:98	47:63	60:53	99:32	284:107	311:0	314:0
9	10:39	16:58	26:41	40:106	107:38	239:31	275:109	388:0	391:0
9	3:33	15:58	38:15	39:19	132:51	208:114	231:39	423:0	426:0
9	0:114	22:17	37:86	43:81	98:114	182:95	253:65	441:0	444:0
9	1:6	19:87	30:24	41:19	58:96	114:77	187:59	366:0	369:0
9	2:92	23:85	35:92	54:113	70:102	74:16	209:63	356:0	359:0
9	14:67	15:8	31:7	36:72	81:66	119:90	177:92	406:0	409:0
9	0:79	17:78	22:13	44:49	59:71	110:23	216:52	418:0	421:0
9	1:113	9:90	25:49	40:23	56:48	145:39	217:19	473:0	476:0
9	5:46	23:96	26:0	55:95	95:79	201:19	261:44	412:0	415:0
9	2:64	18:3	28:14	43:67	64:62	132:49	281:19	401:0	404:0
9	3:3	17:29	21:46	58:23	146:119	248:32	273:5	318:0	321:0
9	4:33	16:58	36:16	40:19	133:51	209:114	232:39	424:0	427:0
9	1:114	23:17	38:86	44:81	96:115	180:96	254:65	442:0	445:0
9	5:43	14:34	24:91	56:114	147:103	239:78	271:94	396:0	399:0
9	3:44	12:35	25:91	54:115	148:103	237:79	272:94	397:0	400:0
9	2:78	16:78	21:13	43:49	58:71	109:23	218:51	417:0	420:0
9	1:79	15:79	23:13	42:50	57:72	108:24	217:52	419:0	422:0
9	8:14	18:77	28:58	34:56	122:8	212:119	244:71	492:0	495:0
9	0:64	19:2	29:13	44:66	65:61	133:48	279:19	399:0	402:0
9	12:68	16:8	32:7	37:72	82:66	117:91	178:92	407:0	410:0
9	1:75	21:110	31:4	47:57	109:95	242:1	281:110	294:0	297:0
9	10:95	14:55	28:39	57:21	64:94	138:21	175:29	452:0	455:0
9	8:58	17:110	38:61	54:22	157:68	235:106	279:67	374:0	377:0
9	5:86	18:18	30:30	46:61	143:17	173:34	253:65	302:0	305:0
9	4:44	13:35	26:91	55:115	149:103	238:79	270:95	398:0	401:0
9	3:119	11:54	28:74	42:104	115:6	234:71	276:75	430:0	433:0
9	8:62	17:2	22:24	52:88	86:43	191:51	250:6	484:0	487:0
9	0:108	12:106	39:68	46:102	156:89	182:38	267:99	340:0	343:0
9	5:104	14:16	36:81	50:7	109:50	265:76	283:51	363:0	366:0
9	10:86	13:46	28:118	53:52	96:7	186:88	231:103	409:0	412:0
9	11:24	18:65	34:107	45:98	77:31	130:64	191:107	416:0	419:0
9	8:64	25:23	46:71	58:70	71:76	119:74	219:46	435:0	438:0
9	4:3	15:30	22:46	59:23	144:0	246:33	274:5	319:0	322:0
9	3:86	19:17	31:29	47:60	141:17	171:34	254:64	300:0	303:0
9	0:101	12:11	28:2	40:110	80:80	191:22	259:83	377:0	380:0
9	8:45	14:30	38:4	53:92	146:39	242:41	286:55	434:0	437:0
9	4:45	17:52	34:80	97:32	176:38	226:115	265:7	479:0	482:0
9	9:56	18:116	24:10	49:86	66:80	137:32	287:32	488:0	491:0
9	11:80	15:16	32:37	43:76	125:79	185:66	260:94	351:0	354:0
9	1:108	13:106	40:68	47:102	157:89	180:39	268:99	341:0	344:0
9	5:47	16:57	28:81	53:105	77:51	127:17	197:66	332:0	335:0
9	4:102	12:45	34:18	39:37	60:85	95:102	287:84	460:0	463:0
9	3:113	8:43	23:80	49:11	58:60	91:49	177:61	470:0	473:0
9	1:62	18:104	40:60	50:59	125:84	198:32	236:40	481:0	484:0
9	10:48	14:71	42:6	51:65	141:18	167:119	243:97	369:0	372:0
9	9:39	15:58	25:41	39:106	106:38	238:31	274:109	387:0	390:0
9	11:39	17:58	24:42	41:106	105:39	237:32	273:110	389:0	392:0
9	2:80	18:48	32:92	56:65	155:11	166:44	248:118	462:0	465:0
9	0:98	13:49	34:110	52:109	115:102	206:92	256:97	385:0	388:0
9	7:43	20:4	25:105	40:42	77:90	81:102	184:95	316:0	319:0
9	1:62	17:70	28:70	38:20	57:9	154:48	170:46	393:0	396:0
9	10:94	18:42	37:15	49:34	148:16	163:46	249:8	438:0	441:0
9	5:85	15:9	30:116	43:92	113:8	224:15	256:14	489:0	492:0
9	4:86	20:12	24:9	44:71	80:41	138:60	179:91	357:0	360:0
9	0:10	21:68	36:76	46:29	122:21	238:1	278:0	328:0	331:0
9	3:105	12:17	37:81	48:8	110:50	266:76	284:51	364:0	367:0
9	5:79	18:79	38:6	56:24	89:42	193:73	230:10	455:0	458:0
9	1:83	15:77	28:61	40:74	99:115	204:31	252:73	466:0	469:0
9	2:107	14:105	41:67	45:102	158:88	181:38	269:98	339:0	342:0
9	11:48	12:72	43:6	52:65	142:18	165:0	244:97	370:0	373:0
9	4:105	13:17	38:81	49:8	108:51	264:77	282:52	365:0	368:0
9	8:51	28:0	30:78	34:13	112:110	180:112	237:21	420:0	423:0
9	6:15	19:77	29:58	35:56	120:9	210:0	245:71	493:0	496:0
9	5:58	21:34	42:6	48:28	131:96	205:58	269:50	289:0	292:0
9	0:7	18:88	32:24	40:20	57:97	116:77	186:60	368:0	371:0
9	1:92	22:85	34:92	56:112	69:102	73:16	208:63	355:0	358:0
9	11:94	12:55	29:38	58:20	65:93	139:20	176:28	450:0	453:0
9	6:58	15:110	36:61	55:21	158:67	236:105	280:66	372:0	375:0
9	17:31	20:48	21:69	49:14	79:91	240:22	271:76	346:0	349:0
9	14:0	19:24	31:90	51:55	71:8	150:46	202:41	390:0	393:0
9	4:119	9:55	29:74	43:104	116:6	235:71	277:75	431:0	434:0
9	6:63	15:3	23:24	53:88	84:44	189:52	251:6	485:0	488:0
9	0:116	12:6	34:85	42:90	162:90	193:83	247:58	378:0	381:0
9	8:45	19:96	30:30	48:74	126:115	207:7	226:82	382:0	385:0
9	11:86	14:46	29:118	51:53	97:7	187:88	232:103	410:0	413:0
9	6:65	26:23	47:71	59:70	69:77	117:75	220:46	436:0	439:0
9	10:81	17:16	31:38	42:77	124:80	184:67	259:95	353:0	356:0
9	9:24	19:64	35:106	46:97	75:31	131:63	189:107	414:0	417:0
9	2:33	14:102	21:13	58:52	106:88	159:14	249:22	333:0	336:0
9	0:118	6:70	24:8	34:94	57:31	151:51	171:107	426:0	429:0
9	8:5	12:0	29:77	48:38	84:17	230:0	275:6	444:0	447:0
9	1:116	13:6	35:85	43:90	163:90	194:83	248:58	379:0	382:0
9	10:19	19:89	28:86	55:62	119:116	256:103	283:67	337:0	340:0
9	9:81	16:16	30:38	44:76	123:80	183:67	258:95	352:0	355:0
9	6:45	12:30	36:4	51:92	144:39	240:41	287:54	432:0	435:0
9	5:44	15:52	35:79	98:31	174:38	227:114	266:6	477:0	480:0
9	10:55	19:115	25:9	50:85	67:79	135:32	285:32	486:0	489:0
9	4:86	20:17	32:29	45:61	142:17	172:34	252:65	301:0	304:0
9	3:47	17:56	29:80	51:105	75:51	128:16	195:66	330:0	333:0
9	9:85	16:68	34:117	37:64	87:38	221:51	267:90	303:0	306:0
9	5:102	13:45	35:18	40:37	61:85	93:103	285:85	461:0	464:0
9	4:112	6:43	21:80	50:10	59:59	92:48	178:60	468:0	471:0
9	2:62	19:104	41:60	48:60	123:85	199:32	234:41	482:0	485:0
9	1:10	22:68	37:76	47:29	120:22	239:1	276:1	329:0	332:0
9	5:86	18:13	25:9	42:72	78:42	139:60	177:92	358:0	361:0
9	6:47	10:36	34:77	49:119	103:43	253:105	277:17	402:0	405:0
9	0:81	19:48	30:93	54:66	153:12	167:44	246:119	463:0	466:0
9	1:34	13:103	23:13	57:53	105:89	161:14	251:22	335:0	338:0
9	2:62	15:71	29:70	36:21	58:9	155:48	168:47	394:0	397:0
9	6:109	25:66	28:75	47:71	88:9	136:63	187:83	349:0	352:0
9	11:94	19:42	38:15	50:34	149:16	164:46	250:8	439:0	442:0
9	3:86	16:9	31:116	44:92	111:9	222:16	257:14	490:0	493:0
9	1:100	13:10	29:1	41:109	78:80	189:22	260:82	375:0	378:0
9	6:76	17:23	40:25	67:28	140:52	165:53	261:21	324:0	327:0
9	10:20	25:97	43:110	91:43	211:40	225:61	250:60	297:0	300:0
9	3:114	18:84	37:86	46:119	94:103	210:104	259:52	449:0	452:0
9	8:21	23:22	29:70	36:83	142:66	257:22	270:38	475:0	478:0
9	6:116	26:35	32:91	52:60	132:21	199:30	268:105	322:0	325:0
9	4:90	25:10	40:28	42:32	86:95	127:43	168:80	306:0	309:0
9	3:94	14:48	24:82	59:81	74:115	122:12	215:20	343:0	346:0
9	8:44	19:47	28:100	44:20	105:41	214:86	265:75	458:0	461:0
9	2:63	10:46	29:62	45:112	151:106	223:0	247:103	362:0	365:0
9	9:116	21:97	26:84	52:28	112:39	192:100	234:31	314:0	317:0
9	1:98	14:49	35:110	53:109	116:102	204:93	257:97	386:0	389:0
9	3:79	19:78	36:6	54:24	87:42	194:72	228:10	453:0	456:0
9	2:83	16:77	29:61	41:74	100:115	205:31	253:73	467:0	470:0
9	0:34	12:103	22:13	59:52	107:88	160:14	250:22	334:0	337:0
9	9:49	13:72	44:6	53:65	143:18	166:0	245:97	371:0	374:0
9	3:87	19:13	26:9	43:72	79:42	140:60	178:92	359:0	362:0
9	6:52	29:0	31:78	35:13	113:110	181:112	238:21	421:0	424:0
9	7:15	20:77	27:59	33:57	121:9	211:0	243:72	494:0	497:0
9	2:97	15:21	32:97	45:63	61:52	100:31	282:107	309:0	312:0
9	3:59	22:34	43:6	49:28	129:97	206:58	267:51	290:0	293:0
9	6:43	19:4	24:105	39:42	76:90	83:101	183:95	315:0	318:0
9	9:95	13:55	27:39	59:20	63:94	140:20	174:29	451:0	454:0
9	7:58	16:110	37:61	56:21	156:68	234:106	281:66	373:0	376:0
9	2:9	23:67	38:75	45:29	121:21	237:1	277:0	327:0	330:0
9	6:46	20:96	31:30	49:74	127:115	208:7	227:82	383:0	386:0
9	5:118	10:54	27:74	44:103	114:6	236:70	278:74	429:0	432:0
9	7:62	16:2	21:24	51:88	85:43	190:51	249:6	483:0	486:0
9	0:76	23:110	30:5	46:58	108:96	241:2	280:111	296:0	299:0
9	11:19	20:89	29:86	56:62	117:117	257:103	284:67	338:0	341:0
9	2:116	14:6	33:86	44:90	164:90	192:84	246:59	380:0	383:0
9	6:6	13:0	27:78	49:38	85:17	228:1	273:7	445:0	448:0
9	7:21	22:22	28:70	38:82	141:66	256:22	272:37	474:0	477:0
9	8:76	16:24	39:26	66:29	139:53	167:53	263:21	326:0	329:0
9	10:24	20:64	33:107	47:97	76:31	129:64	190:107	415:0	418:0
9	9:86	12:46	27:118	52:52	98:6	188:87	233:102	408:0	411:0
9	7:6	14:0	28:78	50:38	86:17	229:1	274:7	446:0	449:0
9	5:93	13:48	26:81	58:81	73:115	121:12	214:20	342:0	345:0
9	0:92	21:85	33:92	55:112	71:101	72:16	207:63	354:0	357:0
9	1:64	20:2	27:14	42:67	63:62	134:48	280:19	400:0	403:0
9	7:65	24:24	45:72	57:71	70:77	118:75	221:46	437:0	440:0
9	11:20	26:97	44:110	92:43	212:40	226:61	251:60	298:0	301:0
9	4:46	22:96	25:0	54:95	94:79	203:18	263:43	411:0	414:0
9	2:100	14:10	27:2	39:110	79:80	190:22	258:83	376:0	379:0
9	7:45	13:30	37:4	52:92	145:39	241:41	285:55	433:0	436:0
9	5:90	26:10	41:28	43:32	84:96	128:43	169:80	307:0	310:0
9	10:115	22:96	24:84	53:27	113:38	193:99	235:30	312:0	315:0
9	2:6	20:87	31:24	39:20	59:96	115:77	188:59	367:0	370:0
9	1:118	7:70	25:8	35:94	58:31	152:51	172:107	427:0	430:0
9	3:45	16:52	33:80	96:32	175:38	225:115	264:7	478:0	481:0
9	5:51	13:85	29:115	56:55	66:104	160:75	184:14	292:0	295:0
9	9:21	24:98	42:111	90:44	210:41	227:61	249:61	299:0	302:0
9	8:115	25:35	31:91	51:60	134:20	198:30	267:105	321:0	324:0
9	7:44	18:47	27:100	43:20	107:40	213:86	264:75	457:0	460:0
9	11:55	20:115	26:9	48:86	68:79	136:32	286:32	487:0	490:0
9	4:58	23:33	44:5	50:27	130:96	204:58	268:50	288:0	291:0
9	2:75	22:110	32:4	45:58	110:95	240:2	279:111	295:0	298:0
9	8:108	24:66	27:75	46:71	87:9	135:63	186:83	348:0	351:0
9	3:102	14:44	33:18	41:36	62:84	94:102	286:84	459:0	462:0
9	7:47	11:36	35:77	50:119	104:43	254:105	278:17	403:0	406:0
9	12:1	20:24	32:90	52:55	69:9	151:46	203:41	391:0	394:0
9	9:19	18:89	27:86	54:62	118:116	255:103	282:67	336:0	339:0
9	2:118	8:70	26:8	33:95	59:31	150:52	173:107	428:0	431:0
9	5:112	7:43	22:80	48:11	57:60	90:49	179:60	469:0	472:0
9	0:62	20:103	39:60	49:59	124:84	200:31	235:40	480:0	483:0
9	4:47	15:57	27:81	52:105	76:51	126:17	196:66	331:0	334:0
9	11:115	23:96	25:84	51:28	111:39	194:99	236:30	313:0	316:0
9	8:47	9:37	33:78	48:0	102:44	252:106	276:18	404:0	407:0
9	1:81	20:48	31:93	55:66	154:12	165:45	247:119	464:0	467:0
9	7:76	15:24	41:25	68:28	138:53	166:53	262:21	325:0	328:0
9	13:67	17:7	30:7	38:71	83:65	118:90	179:91	405:0	408:0
9	0:63	16:71	27:71	37:21	59:9	153:49	169:47	395:0	398:0
9	5:113	20:83	36:86	45:119	93:103	212:103	258:52	448:0	451:0
9	8:43	18:5	26:105	41:42	75:91	82:102	185:95	317:0	320:0
9	7:116	24:36	30:92	53:60	133:21	200:30	269:105	323:0	326:0
9	0:63	11:45	27:62	46:111	152:105	224:119	248:102	360:0	363:0
9	9:95	20:42	36:16	48:35	147:17	162:47	251:8	440:0	443:0
9	4:86	17:9	32:116	42:93	112:9	223:16	255:15	491:0	494:0
9	7:109	26:66	29:75	45:72	89:9	137:63	188:83	350:0	353:0
9	3:91	24:11	39:29	44:32	85:96	126:44	170:80	308:0	311:0
9	0:98	16:21	30:98	46:63	62:52	101:31	283:107	310:0	313:0
9	4:113	19:83	38:85	47:118	95:102	211:103	260:51	447:0	450:0
