9	6:22	21:23	27:71	37:83	143:66	255:23	271:38	476:0	479:0
9	11:85	15:69	33:118	36:65	89:38	220:52	269:90	305:0	308:0
9	7:45	18:96	32:29	50:73	128:114	209:6	225:82	381:0	384:0
9	10:85	17:68	35:117	38:64	88:38	219:52	268:90	304:0	307:0
9	6:44	20:46	29:99	42:20	106:40	215:85	266:74	456:0	459:0
9	3:52	14:85	27:116	54:56	67:104	161:75	185:14	293:0	296:0
9	2:97	12:49	33:110	51:109	114:102	205:92	255:97	384:0	387:0
9	15:32	18:49	22:69	50:14	80:91	241:22	272:76	347:0	350:0
9	4:79	20:78	37:6	55:24	88:42	192:73	229:10	454:0	457:0
9	0:83	17:76	27:61	39:74	101:114	206:30	254:72	465:0	468:0
9	5:3	16:30	23:46	57:24	145:0	247:33	275:5	320:0	323:0
9	13:1	18:25	30:91	53:55	70:9	152:46	201:42	392:0	395:0
9	4:51	12:85	28:115	55:55	68:103	159:75	183:14	291:0	294:0
9	7:52	27:1	32:78	33:14	111:111	182:112	239:21	422:0	425:0
