16	7:10	11:56	26:84	34:52	41:28	46:86	80:96	127:114	190:23	237:111	247:21	274:21	326:97	394:26	433:0	436:0
16	0:114	18:49	24:119	33:50	53:115	61:19	73:78	116:55	194:54	225:50	238:106	279:47	327:53	373:106	427:0	430:0
16	5:94	14:96	19:38	29:85	39:55	56:10	57:104	74:106	128:74	166:27	253:65	283:58	339:61	357:80	466:0	469:0
16	3:14	15:71	32:84	40:102	46:117	107:76	146:72	202:0	224:65	227:45	231:100	260:67	304:69	375:96	452:0	455:0
16	2:118	12:77	18:95	23:44	37:7	53:88	58:31	90:37	136:103	214:37	222:39	244:9	337:72	393:112	459:0	462:0
16	4:116	14:95	28:8	34:12	38:19	51:27	85:60	151:89	184:4	226:59	262:10	271:117	324:75	371:33	479:0	482:0
16	10:72	15:27	25:12	35:5	44:45	57:66	88:8	100:103	160:76	168:101	235:98	293:6	341:70	370:33	454:0	457:0
16	1:54	8:39	18:84	27:95	39:119	46:85	81:34	133:86	187:80	215:104	230:47	238:49	335:25	369:96	411:0	414:0
16	0:55	7:40	20:84	29:95	41:119	45:86	83:34	132:87	186:81	214:105	229:48	237:50	334:26	371:96	413:0	416:0
16	4:11	11:49	19:33	33:65	44:35	53:14	75:71	110:54	188:5	234:14	246:50	276:52	315:55	376:65	494:0	497:0
16	1:1	13:51	16:59	30:34	42:20	52:48	71:87	134:98	199:70	231:97	244:62	273:92	353:41	391:52	445:0	448:0
16	5:12	7:72	28:38	38:70	47:17	88:24	198:35	209:7	227:90	229:113	254:5	280:70	337:85	366:102	489:0	492:0
16	9:72	17:26	24:12	34:5	43:45	59:65	87:8	99:103	159:76	170:100	234:98	292:6	340:70	369:33	453:0	456:0
16	0:18	13:15	25:70	29:51	45:47	130:35	149:11	174:41	228:47	238:79	242:85	277:35	320:76	365:48	464:0	467:0
16	2:113	20:48	26:118	35:49	52:115	60:19	72:78	115:55	193:54	227:49	237:106	281:46	329:52	372:106	426:0	429:0
16	4:25	12:107	22:3	42:45	49:67	83:88	100:105	120:99	203:82	230:49	232:104	301:85	325:94	373:40	398:0	401:0
16	3:95	13:87	21:39	37:45	48:107	131:108	134:43	172:43	220:93	226:118	235:7	259:9	348:21	388:28	437:0	440:0
16	5:57	16:104	27:86	40:14	43:61	55:101	113:64	161:70	194:7	231:111	252:105	285:18	313:27	394:59	407:0	410:0
16	4:94	14:86	22:38	38:44	49:106	129:108	132:43	173:42	221:92	227:117	236:6	260:8	349:20	389:27	435:0	438:0
16	0:98	3:71	19:27	28:19	42:26	158:39	191:9	226:22	229:74	243:102	268:10	293:81	347:97	385:59	499:0	502:0
16	7:119	12:84	21:86	30:36	46:23	52:114	89:9	138:26	182:0	231:113	250:90	294:101	313:115	358:68	495:0	498:0
16	2:1	14:51	17:59	31:34	43:20	53:48	69:88	132:99	200:70	232:97	245:62	274:92	351:42	392:52	446:0	449:0
16	6:97	9:18	22:61	33:92	36:41	111:25	125:10	166:21	229:68	238:40	251:48	299:50	307:118	360:113	448:0	451:0
16	4:40	12:81	16:60	28:113	48:70	58:113	95:24	188:11	204:74	231:16	240:9	288:17	332:65	361:56	430:0	433:0
16	0:32	3:21	15:7	29:43	38:100	49:15	57:24	119:63	140:38	196:93	257:40	274:14	334:108	364:92	425:0	428:0
16	7:108	9:84	23:34	35:83	39:104	52:52	104:24	141:77	202:95	236:52	252:45	290:20	345:12	363:68	485:0	488:0
16	6:103	12:112	21:3	26:5	48:117	86:58	145:93	193:17	210:73	230:92	234:97	269:66	316:116	390:76	471:0	474:0
16	2:97	5:70	18:27	27:19	44:25	157:39	190:9	225:22	228:74	245:101	267:10	292:81	346:97	384:59	498:0	501:0
16	8:119	13:84	22:86	31:36	47:23	53:114	87:10	139:26	180:1	232:113	251:90	295:101	314:115	359:68	496:0	499:0
16	12:100	16:4	21:29	32:87	48:49	61:4	98:87	153:86	191:61	218:33	233:82	235:60	307:19	366:26	415:0	418:0
16	1:78	17:49	26:57	30:22	40:34	54:109	82:60	118:39	208:34	234:91	264:41	272:25	320:33	361:98	501:0	504:0
16	7:66	9:112	23:67	38:80	42:41	50:112	72:56	105:14	149:44	180:115	232:79	270:41	311:33	356:111	441:0	444:0
16	0:116	11:51	18:36	33:12	37:25	55:111	63:40	122:115	174:84	226:49	247:31	296:75	332:82	390:119	418:0	421:0
16	2:17	12:15	24:70	28:51	47:46	129:35	148:11	176:40	230:46	237:79	241:85	276:35	319:76	364:48	463:0	466:0
16	4:57	15:104	29:85	39:14	42:61	54:101	112:64	160:70	193:7	233:110	254:104	287:17	312:27	393:59	406:0	409:0
16	0:39	8:87	26:23	32:17	41:93	110:118	156:68	196:105	220:54	228:104	239:71	261:95	332:114	356:24	458:0	461:0
16	3:13	7:42	27:28	38:0	46:8	57:37	62:100	101:18	143:25	173:21	237:37	315:89	344:61	379:70	506:0	509:0
16	10:85	12:43	21:12	29:2	45:26	58:2	63:68	157:48	184:26	235:69	265:97	305:27	327:108	353:7	402:0	405:0
16	0:63	8:119	25:20	37:16	54:33	59:34	71:94	96:75	162:23	169:48	260:114	278:30	321:56	384:102	400:0	403:0
16	3:40	14:80	15:60	27:113	50:69	57:113	94:24	187:11	206:73	233:15	242:8	290:16	331:65	360:56	429:0	432:0
16	2:62	7:119	24:20	36:16	56:32	58:34	70:94	98:74	164:22	168:48	259:114	277:30	323:55	386:101	399:0	402:0
16	17:46	20:24	26:41	32:46	43:8	54:90	123:70	143:25	162:83	215:45	235:101	261:106	329:107	357:51	440:0	443:0
16	3:25	14:106	21:3	44:44	48:67	82:88	99:105	122:98	202:82	229:49	231:104	300:85	324:94	372:40	397:0	400:0
16	5:115	12:95	29:7	35:11	36:19	52:26	86:59	152:88	185:3	227:58	263:9	272:116	325:74	369:33	477:0	480:0
16	2:48	17:44	19:54	24:64	41:11	55:38	67:100	140:12	184:63	237:97	245:97	297:19	302:98	389:83	488:0	491:0
16	8:103	14:112	23:3	25:6	50:117	85:59	144:94	192:18	212:73	229:93	236:97	268:67	315:117	392:76	473:0	476:0
16	5:12	6:42	29:27	37:0	45:8	59:36	61:100	100:18	142:25	172:21	239:36	317:88	343:61	378:70	505:0	508:0
16	12:48	17:50	21:117	30:95	49:11	108:6	128:113	178:26	226:41	235:55	257:114	299:55	322:41	380:56	409:0	412:0
16	0:48	15:44	20:53	25:63	39:11	56:37	68:99	138:12	185:62	238:96	243:97	298:18	300:98	387:83	486:0	489:0
