4	51:12	246:0	600:0	624:0
4	52:12	247:0	601:0	625:0
4	53:12	248:0	602:0	626:0
4	54:12	249:0	603:0	627:0
4	55:12	250:0	604:0	628:0
4	56:12	251:0	605:0	629:0
4	57:12	252:0	606:0	630:0
4	58:12	253:0	607:0	631:0
4	59:12	254:0	608:0	632:0
4	60:12	255:0	609:0	633:0
4	61:12	256:0	610:0	634:0
4	62:12	257:0	611:0	635:0
4	63:12	258:0	612:0	636:0
4	64:12	259:0	613:0	637:0
4	65:12	260:0	614:0	638:0
4	66:12	261:0	615:0	639:0
4	67:12	262:0	616:0	640:0
4	68:12	263:0	617:0	641:0
4	69:12	240:1	618:0	642:0
4	70:12	241:1	619:0	643:0
4	71:12	242:1	620:0	644:0
4	48:13	243:1	621:0	645:0
4	49:13	244:1	622:0	646:0
4	50:13	245:1	623:0	647:0
4	66:3	111:5	744:0	768:0
4	67:3	112:5	745:0	769:0
4	68:3	113:5	746:0	770:0
4	69:3	114:5	747:0	771:0
4	70:3	115:5	748:0	772:0
4	71:3	116:5	749:0	773:0
4	48:4	117:5	750:0	774:0
4	49:4	118:5	751:0	775:0
4	50:4	119:5	752:0	776:0
4	51:4	96:6	753:0	777:0
4	52:4	97:6	754:0	778:0
4	53:4	98:6	755:0	779:0
4	54:4	99:6	756:0	780:0
4	55:4	100:6	757:0	781:0
4	56:4	101:6	758:0	782:0
4	57:4	102:6	759:0	783:0
4	58:4	103:6	760:0	784:0
4	59:4	104:6	761:0	785:0
4	60:4	105:6	762:0	786:0
4	61:4	106:6	763:0	787:0
4	62:4	107:6	764:0	788:0
4	63:4	108:6	765:0	789:0
4	64:4	109:6	766:0	790:0
4	65:4	110:6	767:0	791:0
4	27:1	187:8	792:0	816:0
4	28:1	188:8	793:0	817:0
4	29:1	189:8	794:0	818:0
4	30:1	190:8	795:0	819:0
4	31:1	191:8	796:0	820:0
4	32:1	168:9	797:0	821:0
4	33:1	169:9	798:0	822:0
4	34:1	170:9	799:0	823:0
4	35:1	171:9	800:0	824:0
4	36:1	172:9	801:0	825:0
4	37:1	173:9	802:0	826:0
4	38:1	174:9	803:0	827:0
4	39:1	175:9	804:0	828:0
4	40:1	176:9	805:0	829:0
4	41:1	177:9	806:0	830:0
4	42:1	178:9	807:0	831:0
4	43:1	179:9	808:0	832:0
4	44:1	180:9	809:0	833:0
4	45:1	181:9	810:0	834:0
4	46:1	182:9	811:0	835:0
4	47:1	183:9	812:0	836:0
4	24:2	184:9	813:0	837:0
4	25:2	185:9	814:0	838:0
4	26:2	186:9	815:0	839:0
5	3:9	49:8	148:0	288:0	1079:14
5	4:9	50:8	149:0	289:0	1056:0
5	5:9	51:8	150:0	290:0	1057:0
5	6:9	52:8	151:0	291:0	1058:0
5	7:9	53:8	152:0	292:0	1059:0
5	8:9	54:8	153:0	293:0	1060:0
5	9:9	55:8	154:0	294:0	1061:0
5	10:9	56:8	155:0	295:0	1062:0
5	11:9	57:8	156:0	296:0	1063:0
5	12:9	58:8	157:0	297:0	1064:0
5	13:9	59:8	158:0	298:0	1065:0
5	14:9	60:8	159:0	299:0	1066:0
5	15:9	61:8	160:0	300:0	1067:0
5	16:9	62:8	161:0	301:0	1068:0
5	17:9	63:8	162:0	302:0	1069:0
5	18:9	64:8	163:0	303:0	1070:0
5	19:9	65:8	164:0	304:0	1071:0
5	20:9	66:8	165:0	305:0	1072:0
5	21:9	67:8	166:0	306:0	1073:0
5	22:9	68:8	167:0	307:0	1074:0
5	23:9	69:8	144:1	308:0	1075:0
5	0:10	70:8	145:1	309:0	1076:0
5	1:10	71:8	146:1	310:0	1077:0
5	2:10	48:9	147:1	311:0	1078:0
5	9:4	55:9	195:12	288:0	312:0
5	10:4	56:9	196:12	289:0	313:0
5	11:4	57:9	197:12	290:0	314:0
5	12:4	58:9	198:12	291:0	315:0
5	13:4	59:9	199:12	292:0	316:0
5	14:4	60:9	200:12	293:0	317:0
5	15:4	61:9	201:12	294:0	318:0
5	16:4	62:9	202:12	295:0	319:0
5	17:4	63:9	203:12	296:0	320:0
5	18:4	64:9	204:12	297:0	321:0
5	19:4	65:9	205:12	298:0	322:0
5	20:4	66:9	206:12	299:0	323:0
5	21:4	67:9	207:12	300:0	324:0
5	22:4	68:9	208:12	301:0	325:0
5	23:4	69:9	209:12	302:0	326:0
5	0:5	70:9	210:12	303:0	327:0
5	1:5	71:9	211:12	304:0	328:0
5	2:5	48:10	212:12	305:0	329:0
5	3:5	49:10	213:12	306:0	330:0
5	4:5	50:10	214:12	307:0	331:0
5	5:5	51:10	215:12	308:0	332:0
5	6:5	52:10	192:13	309:0	333:0
5	7:5	53:10	193:13	310:0	334:0
5	8:5	54:10	194:13	311:0	335:0
5	25:3	68:10	123:4	312:0	336:0
5	26:3	69:10	124:4	313:0	337:0
5	27:3	70:10	125:4	314:0	338:0
5	28:3	71:10	126:4	315:0	339:0
5	29:3	48:11	127:4	316:0	340:0
5	30:3	49:11	128:4	317:0	341:0
5	31:3	50:11	129:4	318:0	342:0
5	32:3	51:11	130:4	319:0	343:0
5	33:3	52:11	131:4	320:0	344:0
5	34:3	53:11	132:4	321:0	345:0
5	35:3	54:11	133:4	322:0	346:0
5	36:3	55:11	134:4	323:0	347:0
5	37:3	56:11	135:4	324:0	348:0
5	38:3	57:11	136:4	325:0	349:0
5	39:3	58:11	137:4	326:0	350:0
5	40:3	59:11	138:4	327:0	351:0
5	41:3	60:11	139:4	328:0	352:0
5	42:3	61:11	140:4	329:0	353:0
5	43:3	62:11	141:4	330:0	354:0
5	44:3	63:11	142:4	331:0	355:0
5	45:3	64:11	143:4	332:0	356:0
5	46:3	65:11	120:5	333:0	357:0
5	47:3	66:11	121:5	334:0	358:0
5	24:4	67:11	122:5	335:0	359:0
5	7:2	35:8	165:4	336:0	360:0
5	8:2	36:8	166:4	337:0	361:0
5	9:2	37:8	167:4	338:0	362:0
5	10:2	38:8	144:5	339:0	363:0
5	11:2	39:8	145:5	340:0	364:0
5	12:2	40:8	146:5	341:0	365:0
