10	5:6	39:11	111:38	129:18	231:4	363:22	551:28	608:30	1200:0	1208:0
10	2:23	56:11	89:31	158:7	286:14	372:39	616:15	763:30	1335:0	1343:0
10	21:38	37:25	77:19	128:33	150:34	267:41	510:39	726:1	1336:0	1344:0
10	30:29	46:44	92:3	143:30	203:32	349:36	549:12	673:3	1350:0	1358:0
10	1:2	29:38	67:14	111:28	151:1	322:20	708:25	760:3	997:0	1005:0
10	12:17	28:40	87:33	135:12	278:22	457:1	601:12	809:0	1284:0	1292:0
10	5:22	54:9	86:18	142:22	358:38	634:29	699:20	826:6	882:0	890:0
10	16:24	53:17	66:33	119:40	149:22	212:39	415:5	594:13	1273:0	1281:0
10	25:34	37:35	79:27	128:12	430:38	592:37	627:38	696:8	1217:0	1225:0
10	20:30	35:13	87:7	101:28	346:34	521:13	603:5	708:4	1087:0	1095:0
10	1:14	46:36	70:25	136:16	145:0	311:38	483:44	771:27	1215:0	1223:0
10	11:41	53:23	93:7	132:26	237:22	515:26	587:0	646:33	990:0	998:0
10	27:16	68:25	97:12	126:37	260:40	280:23	365:33	537:33	967:0	975:0
10	28:42	57:39	85:44	142:41	169:30	408:43	621:18	816:32	1368:0	1376:0
10	34:22	41:22	91:17	116:30	439:10	539:27	659:16	698:44	1148:0	1156:0
10	5:22	59:10	92:30	153:7	281:14	375:38	619:14	766:29	1330:0	1338:0
10	27:8	42:16	83:17	106:8	235:19	307:29	635:1	721:2	1252:0	1260:0
10	30:5	39:22	98:15	112:26	388:31	579:20	629:26	777:22	1390:0	1398:0
10	6:33	41:39	77:13	105:32	156:39	408:38	689:2	803:11	974:0	982:0
10	37:2	62:24	80:20	147:17	181:20	317:40	573:13	652:13	844:0	852:0
10	26:30	70:20	73:16	95:34	318:29	489:5	605:18	728:24	872:0	880:0
10	13:36	44:3	56:31	135:6	152:44	213:40	353:16	558:8	1055:0	1063:0
10	14:17	30:40	81:34	129:13	272:23	459:1	603:12	811:0	1286:0	1294:0
10	19:29	78:30	84:29	140:4	247:0	388:22	683:13	765:44	1159:0	1167:0
10	29:2	45:21	60:4	114:13	288:5	476:33	638:4	801:10	1234:0	1242:0
10	7:6	33:12	105:39	131:18	225:5	365:22	545:29	610:30	1202:0	1210:0
10	14:13	61:17	106:27	139:29	196:23	340:18	522:21	659:27	1124:0	1132:0
10	4:6	40:22	69:8	125:21	222:38	382:25	619:0	779:41	935:0	943:0
10	18:10	45:5	63:5	128:36	299:15	615:34	711:30	824:39	958:0	966:0
10	31:3	53:43	84:29	155:25	264:8	450:25	565:40	612:8	1189:0	1197:0
10	12:3	64:24	86:44	131:13	370:29	627:20	691:2	795:27	916:0	924:0
10	39:0	67:35	83:20	130:38	250:24	288:1	670:9	741:11	1021:0	1029:0
10	9:8	71:33	94:28	97:10	201:26	425:1	614:11	785:43	1311:0	1319:0
10	21:18	42:12	95:18	126:29	198:12	422:38	630:2	753:18	1177:0	1185:0
10	46:37	77:18	88:29	148:16	189:36	392:15	625:36	819:39	1014:0	1022:0
10	17:8	53:33	99:12	155:27	253:32	338:10	572:34	673:24	1289:0	1297:0
10	0:30	37:44	76:8	116:14	263:43	382:8	615:17	815:22	1060:0	1068:0
10	24:4	54:43	85:29	156:25	265:8	451:25	566:40	613:8	1190:0	1198:0
10	16:42	61:19	102:16	105:4	145:34	454:29	515:27	697:15	940:0	948:0
10	29:3	49:7	95:10	121:20	213:5	480:25	527:35	636:19	1327:0	1335:0
10	23:8	51:34	97:13	153:28	251:33	336:11	570:35	679:24	1295:0	1303:0
10	30:8	45:16	86:17	109:8	238:19	310:29	638:1	724:2	1255:0	1263:0
10	31:1	32:18	85:14	103:8	142:32	191:35	421:23	535:40	978:0	986:0
10	22:9	41:5	59:5	132:35	303:14	611:34	707:30	828:38	954:0	962:0
10	4:11	27:25	79:39	138:0	155:38	231:12	519:16	739:1	1267:0	1275:0
10	28:3	50:43	81:29	152:25	269:7	455:24	562:40	609:8	1186:0	1194:0
10	9:11	23:29	106:32	117:42	153:10	483:11	684:41	816:42	834:0	842:0
10	2:7	36:12	108:39	134:18	228:5	360:23	548:29	613:30	1205:0	1213:0
10	3:13	40:36	64:25	138:15	147:44	305:38	485:43	773:26	1209:0	1217:0
10	11:3	71:23	85:44	130:13	369:29	626:20	690:2	794:27	915:0	923:0
10	16:8	52:33	98:12	154:27	252:32	337:10	571:34	672:24	1288:0	1296:0
10	27:3	55:6	93:10	127:19	211:5	486:24	525:35	634:19	1325:0	1333:0
10	8:25	43:8	97:19	122:31	326:8	442:44	670:26	735:10	1362:0	1370:0
10	3:42	47:42	109:2	136:33	269:2	329:27	627:13	733:10	1110:0	1118:0
10	15:40	49:23	89:7	128:26	233:22	519:25	591:44	642:33	986:0	994:0
10	10:11	16:30	107:32	118:42	154:10	484:11	685:41	817:42	835:0	843:0
10	28:15	46:31	104:1	139:18	160:26	394:6	649:4	798:2	1068:0	1076:0
10	6:29	35:44	74:8	114:14	261:43	380:8	613:17	813:22	1058:0	1066:0
10	25:4	55:43	86:29	157:25	266:8	452:25	567:40	614:8	1191:0	1199:0
10	36:2	61:24	87:19	146:17	180:20	316:40	572:13	651:13	843:0	851:0
10	12:11	18:30	109:32	112:43	156:10	486:11	687:41	819:42	837:0	845:0
10	10:7	35:33	65:12	118:24	152:25	188:13	506:25	744:22	1128:0	1136:0
10	13:32	57:32	79:19	107:31	218:6	435:42	606:35	773:7	1036:0	1044:0
10	19:34	56:6	76:40	116:22	360:5	587:6	648:12	715:14	1116:0	1124:0
10	0:2	28:38	66:14	110:28	150:1	321:20	707:25	767:2	996:0	1004:0
10	21:26	31:24	73:32	112:6	358:21	607:10	669:25	787:33	1199:0	1207:0
10	29:5	38:22	97:15	119:25	387:31	578:20	628:26	776:22	1389:0	1397:0
10	2:15	35:33	67:7	123:4	472:38	591:18	623:22	679:30	1045:0	1053:0
10	4:35	54:42	75:31	117:8	152:42	304:21	533:27	705:5	911:0	919:0
10	18:37	47:24	51:11	106:36	262:42	427:33	606:18	747:35	849:0	857:0
10	25:2	34:18	87:14	97:9	136:33	185:36	423:23	529:41	980:0	988:0
10	7:5	43:21	64:8	120:21	217:38	377:25	622:44	782:40	930:0	938:0
10	1:23	50:10	82:19	138:23	354:39	638:29	703:20	830:6	886:0	894:0
10	40:37	79:17	90:28	150:15	191:35	394:14	627:35	821:38	1008:0	1016:0
10	2:6	46:21	67:8	123:21	220:38	380:25	617:0	777:41	933:0	941:0
10	33:19	51:30	99:0	129:44	223:42	404:21	680:28	784:12	1100:0	1108:0
10	11:26	39:22	64:5	127:34	132:20	247:5	451:44	805:41	1073:0	1081:0
10	1:7	35:12	107:39	133:18	227:5	367:22	547:29	612:30	1204:0	1212:0
10	8:5	52:4	91:32	140:29	180:1	333:22	582:27	614:41	1231:0	1239:0
10	20:28	79:29	85:28	141:3	240:0	389:21	684:12	766:43	1152:0	1160:0
10	16:30	39:12	83:7	97:28	350:33	525:12	607:4	704:4	1083:0	1091:0
10	0:12	53:11	64:3	116:39	150:38	422:23	716:5	815:5	1357:0	1365:0
10	4:31	48:39	62:6	137:34	465:40	556:13	603:3	690:34	1169:0	1177:0
10	15:35	46:2	58:30	129:6	154:43	215:39	355:15	552:8	1049:0	1057:0
10	18:29	61:30	74:20	151:42	277:22	328:12	636:34	797:39	1143:0	1151:0
10	28:30	64:21	75:16	89:35	312:30	491:5	607:18	730:24	874:0	882:0
10	3:22	57:10	90:30	159:6	287:13	373:38	617:14	764:29	1328:0	1336:0
10	0:35	50:42	79:30	113:8	156:41	308:20	529:27	709:4	907:0	915:0
10	7:11	52:11	71:2	115:39	149:38	421:23	715:5	814:5	1356:0	1364:0
10	15:17	31:40	82:34	130:13	273:23	460:1	604:12	812:0	1287:0	1295:0
10	6:1	26:38	64:14	108:28	148:1	327:19	705:25	765:2	994:0	1002:0
10	24:35	42:12	97:19	124:28	509:32	641:0	719:16	830:13	1025:0	1033:0
10	19:37	55:34	96:30	150:25	290:20	493:24	544:33	659:4	921:0	929:0
10	17:37	46:24	50:11	105:36	261:42	426:33	605:18	746:35	848:0	856:0
10	7:22	61:10	94:30	155:7	283:14	369:39	621:14	760:30	1332:0	1340:0
10	2:13	47:35	71:24	137:15	146:44	304:38	484:43	772:26	1208:0	1216:0
10	9:36	40:3	60:30	131:6	156:43	209:40	357:15	554:8	1051:0	1059:0
10	17:26	27:24	77:31	116:5	354:21	603:10	665:25	791:32	1195:0	1203:0
